name,taxid,general_classification,alternative_names,pathogenic_sites,commensal_sites,status,high_consequence,pathology,host_organism,kingdom,phylum,class,order,family,genus,mol_type,reference,Additional references,assembly_accession,request_type
Sapovirus Hu/GI/Sapporo/MT-2010/1982,758863,primary,,,,established,TRUE,,human,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_008792745.1,APL-derived
Hepatovirus A,12092,primary,Hepatitis A virus; Hepatitis A,,,established,FALSE,,human,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Hepatovirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000860505.1,APL-derived
West Nile virus,11082,primary,,,,established,FALSE,,human,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,rna,https://www.niaid.nih.gov/diseases-conditions/west-nile-virus,,GCF_000861085.1,APL-derived
Zika virus,64320,primary,,,,established,TRUE,,human,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000882815.3,APL-derived
La Crosse virus,11577,primary,,,,established,FALSE,,human,Orthornavirae,Negarnaviricota,Bunyaviricetes,Elliovirales,Peribunyaviridae,Orthobunyavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000850965.1,APL-derived
California encephalitis virus,35305,primary,,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Bunyaviricetes,Elliovirales,Peribunyaviridae,Orthobunyavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_003972565.1,APL-derived
Venezuelan equine encephalitis virus,11036,primary,,,,established,TRUE,,human,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000862105.1,APL-derived
Japanese encephalitis virus,11072,primary,,,,established,TRUE,,human,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000862145.1,APL-derived
St. Louis encephalitis virus,11080,primary,Saint Louis encephalitis virus,,,established,TRUE,,human,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000866785.1,APL-derived
Yellow fever virus,11089,primary,,,,established,TRUE,,human,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000857725.1,APL-derived
Chikungunya virus,37124,primary,,,,established,TRUE,,human,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000854045.1,APL-derived
Henipavirus nipahense,3052225,primary,Nipah virus;Nipah henipavirus,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Henipavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000863625.1,APL-derived
Henipavirus hendraense,3052223,primary,Hendra virus;Equine morbillivirus,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Henipavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000852685.1,APL-derived
Severe fever with thrombocytopenia syndrome virus,1003835,primary,,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Bunyaviricetes,Hareavirales,Phenuiviridae,Bandavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_003087855.1,APL-derived
Heartland virus,1216928,primary,,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Bunyaviricetes,Hareavirales,Phenuiviridae,Bandavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000922255.1,APL-derived
Omsk hemorrhagic fever virus,12542,primary,,,,established,TRUE,,human,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000855505.1,APL-derived
Kyasanur Forest disease virus,33743,primary,Kyasanur forest disease,,,established,TRUE,,human,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_002820625.1,APL-derived
Tick-borne encephalitis virus,11084,primary,,,,established,TRUE,,human,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000863125.1,APL-derived
Influenza A virus,11320,primary,Influenza A virus ha;Influenza A virus np;Influenza A virus ns;Influenza A virus pa;Influenza A virus na;Influenza A virus pb2;Influenza A virus pb1,nasal,,established,TRUE,,"human, swine",Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
Influenza A virus (A/California/07/2009(H1N1)),641809,primary,,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_001343785.1,APL-derived
Influenza A virus (H5N1),102793,primary,,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
Influenza A virus (A/goose/Guangdong/1/1996(H5N1)),93838,primary,,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000864105.1,APL-derived
Influenza A virus (H7N9),333278,primary,,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
Influenza A virus (H2N2),114729,primary,,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
Influenza A virus (H1N1),114727,primary,,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
Influenza A virus (H9N2),102796,primary,,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
Influenza A virus (H3N2),119210,primary,,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
Influenza A virus (A/Hong Kong/1073/99(H9N2)),130760,primary,,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000851145.1,APL-derived
Influenza A virus (A/New York/392/2004(H3N2)),335341,primary,,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000865085.1,APL-derived
Alphainfluenzavirus influenzae,2955291,primary,,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
Betainfluenzavirus influenzae,2955465,primary,,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Betainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
Influenza B virus,11520,primary,Influenza virus type B,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Betainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
Influenza B virus (B/Lee/40),518987,primary,Influenza B virus RNA 1,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Betainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000820495.2,APL-derived
Gammainfluenzavirus influenzae,2955935,primary,,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Gammainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
Influenza C virus,11552,primary,,nasal,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Gammainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
Deltainfluenzavirus influenzae,2955744,primary,,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Deltainfluenzavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
